input,label
public void 4R5T33A ( ) throws Throwable { goodG2B1 ( ) ; goodG2B2 ( ) ; },0
"public void QRF1MFR ( ) throws Throwable { String data ; if ( PRIVATE_STATIC_FINAL_TRUE ) { data = """" ; { Socket socket = null ; BufferedReader readerBuffered = null ; InputStreamReader readerInputStream = null ; try { socket = new Socket ( ""host.example.org"" , 39544 ) ; readerInputStream = new InputStreamReader ( socket . getInputStream ( ) , ""UTF-8"" ) ; readerBuffered = new BufferedReader ( readerInputStream ) ; data = readerBuffered . readLine ( ) ; } catch ( IOException exceptIO ) { IO . logger . log ( Level . WARNING , ""Error with stream reading"" , exceptIO ) ; } finally { try { if ( readerBuffered != null ) { readerBuffered . close ( ) ; } } catch ( IOException exceptIO ) { IO . logger . log ( Level . WARNING , ""Error closing BufferedReader"" , exceptIO ) ; } try { if ( readerInputStream != null ) { readerInputStream . close ( ) ; } } catch ( IOException exceptIO ) { IO . logger . log ( Level . WARNING , ""Error closing InputStreamReader"" , exceptIO ) ; } try { if ( socket != null ) { socket . close ( ) ; } } catch ( IOException exceptIO ) { IO . logger . log ( Level . WARNING , ""Error closing Socket"" , exceptIO ) ; } } } } else { data = null ; } String osCommand ; if ( System . getProperty ( ""os.name"" ) . toLowerCase ( ) . indexOf ( ""win"" ) >= 0 ) { osCommand = ""c:\\WINDOWS\\SYSTEM32\\cmd.exe /c dir "" ; } else { osCommand = ""/bin/ls "" ; } Process process = Runtime . getRuntime ( ) . exec ( osCommand + data ) ; process . waitFor ( ) ; }",1
"private void VSEN3G2G2B1 ( ) throws Throwable { String data ; if ( PRIVATE_STATIC_FINAL_FALSE ) { data = null ; } else { data = ""foo"" ; } String osCommand ; if ( System . getProperty ( ""os.name"" ) . toLowerCase ( ) . indexOf ( ""win"" ) >= 0 ) { osCommand = ""c:\\WINDOWS\\SYSTEM32\\cmd.exe /c dir "" ; } else { osCommand = ""/bin/ls "" ; } Process process = Runtime . getRuntime ( ) . exec ( osCommand + data ) ; process . waitFor ( ) ; }",0
"private void UHKJM84G2B2 ( ) throws Throwable { String data ; if ( PRIVATE_STATIC_FINAL_TRUE ) { data = ""foo"" ; } else { data = null ; } String osCommand ; if ( System . getProperty ( ""os.name"" ) . toLowerCase ( ) . indexOf ( ""win"" ) >= 0 ) { osCommand = ""c:\\WINDOWS\\SYSTEM32\\cmd.exe /c dir "" ; } else { osCommand = ""/bin/ls "" ; } Process process = Runtime . getRuntime ( ) . exec ( osCommand + data ) ; process . waitFor ( ) ; }",0
public void 509WR7O ( ) throws Throwable { goodG2B1 ( ) ; goodG2B2 ( ) ; },0
"public void VG19RNJ ( ) throws Throwable { String data ; if ( privateTrue ) { data = """" ; { Socket socket = null ; BufferedReader readerBuffered = null ; InputStreamReader readerInputStream = null ; try { socket = new Socket ( ""host.example.org"" , 39544 ) ; readerInputStream = new InputStreamReader ( socket . getInputStream ( ) , ""UTF-8"" ) ; readerBuffered = new BufferedReader ( readerInputStream ) ; data = readerBuffered . readLine ( ) ; } catch ( IOException exceptIO ) { IO . logger . log ( Level . WARNING , ""Error with stream reading"" , exceptIO ) ; } finally { try { if ( readerBuffered != null ) { readerBuffered . close ( ) ; } } catch ( IOException exceptIO ) { IO . logger . log ( Level . WARNING , ""Error closing BufferedReader"" , exceptIO ) ; } try { if ( readerInputStream != null ) { readerInputStream . close ( ) ; } } catch ( IOException exceptIO ) { IO . logger . log ( Level . WARNING , ""Error closing InputStreamReader"" , exceptIO ) ; } try { if ( socket != null ) { socket . close ( ) ; } } catch ( IOException exceptIO ) { IO . logger . log ( Level . WARNING , ""Error closing Socket"" , exceptIO ) ; } } } } else { data = null ; } String osCommand ; if ( System . getProperty ( ""os.name"" ) . toLowerCase ( ) . indexOf ( ""win"" ) >= 0 ) { osCommand = ""c:\\WINDOWS\\SYSTEM32\\cmd.exe /c dir "" ; } else { osCommand = ""/bin/ls "" ; } Process process = Runtime . getRuntime ( ) . exec ( osCommand + data ) ; process . waitFor ( ) ; }",1
"private void VENDMBCG2B1 ( ) throws Throwable { String data ; if ( privateFalse ) { data = null ; } else { data = ""foo"" ; } String osCommand ; if ( System . getProperty ( ""os.name"" ) . toLowerCase ( ) . indexOf ( ""win"" ) >= 0 ) { osCommand = ""c:\\WINDOWS\\SYSTEM32\\cmd.exe /c dir "" ; } else { osCommand = ""/bin/ls "" ; } Process process = Runtime . getRuntime ( ) . exec ( osCommand + data ) ; process . waitFor ( ) ; }",0
"private void 34IDAY9G2B2 ( ) throws Throwable { String data ; if ( privateTrue ) { data = ""foo"" ; } else { data = null ; } String osCommand ; if ( System . getProperty ( ""os.name"" ) . toLowerCase ( ) . indexOf ( ""win"" ) >= 0 ) { osCommand = ""c:\\WINDOWS\\SYSTEM32\\cmd.exe /c dir "" ; } else { osCommand = ""/bin/ls "" ; } Process process = Runtime . getRuntime ( ) . exec ( osCommand + data ) ; process . waitFor ( ) ; }",0
public void HF16DNB ( ) throws Throwable { goodG2B1 ( ) ; goodG2B2 ( ) ; },0
"public void VB8KR0I ( ) throws Throwable { String data ; if ( PRIVATE_STATIC_FINAL_FIVE == 5 ) { data = """" ; { Socket socket = null ; BufferedReader readerBuffered = null ; InputStreamReader readerInputStream = null ; try { socket = new Socket ( ""host.example.org"" , 39544 ) ; readerInputStream = new InputStreamReader ( socket . getInputStream ( ) , ""UTF-8"" ) ; readerBuffered = new BufferedReader ( readerInputStream ) ; data = readerBuffered . readLine ( ) ; } catch ( IOException exceptIO ) { IO . logger . log ( Level . WARNING , ""Error with stream reading"" , exceptIO ) ; } finally { try { if ( readerBuffered != null ) { readerBuffered . close ( ) ; } } catch ( IOException exceptIO ) { IO . logger . log ( Level . WARNING , ""Error closing BufferedReader"" , exceptIO ) ; } try { if ( readerInputStream != null ) { readerInputStream . close ( ) ; } } catch ( IOException exceptIO ) { IO . logger . log ( Level . WARNING , ""Error closing InputStreamReader"" , exceptIO ) ; } try { if ( socket != null ) { socket . close ( ) ; } } catch ( IOException exceptIO ) { IO . logger . log ( Level . WARNING , ""Error closing Socket"" , exceptIO ) ; } } } } else { data = null ; } String osCommand ; if ( System . getProperty ( ""os.name"" ) . toLowerCase ( ) . indexOf ( ""win"" ) >= 0 ) { osCommand = ""c:\\WINDOWS\\SYSTEM32\\cmd.exe /c dir "" ; } else { osCommand = ""/bin/ls "" ; } Process process = Runtime . getRuntime ( ) . exec ( osCommand + data ) ; process . waitFor ( ) ; }",1
"private void 7WFNX4SG2B1 ( ) throws Throwable { String data ; if ( PRIVATE_STATIC_FINAL_FIVE != 5 ) { data = null ; } else { data = ""foo"" ; } String osCommand ; if ( System . getProperty ( ""os.name"" ) . toLowerCase ( ) . indexOf ( ""win"" ) >= 0 ) { osCommand = ""c:\\WINDOWS\\SYSTEM32\\cmd.exe /c dir "" ; } else { osCommand = ""/bin/ls "" ; } Process process = Runtime . getRuntime ( ) . exec ( osCommand + data ) ; process . waitFor ( ) ; }",0
"private void NM7XE87G2B2 ( ) throws Throwable { String data ; if ( PRIVATE_STATIC_FINAL_FIVE == 5 ) { data = ""foo"" ; } else { data = null ; } String osCommand ; if ( System . getProperty ( ""os.name"" ) . toLowerCase ( ) . indexOf ( ""win"" ) >= 0 ) { osCommand = ""c:\\WINDOWS\\SYSTEM32\\cmd.exe /c dir "" ; } else { osCommand = ""/bin/ls "" ; } Process process = Runtime . getRuntime ( ) . exec ( osCommand + data ) ; process . waitFor ( ) ; }",0
public void L2FBSG2 ( ) throws Throwable { goodG2B1 ( ) ; goodG2B2 ( ) ; },0
"public void EMBSRR1 ( ) throws Throwable { String data ; if ( privateFive == 5 ) { data = """" ; { Socket socket = null ; BufferedReader readerBuffered = null ; InputStreamReader readerInputStream = null ; try { socket = new Socket ( ""host.example.org"" , 39544 ) ; readerInputStream = new InputStreamReader ( socket . getInputStream ( ) , ""UTF-8"" ) ; readerBuffered = new BufferedReader ( readerInputStream ) ; data = readerBuffered . readLine ( ) ; } catch ( IOException exceptIO ) { IO . logger . log ( Level . WARNING , ""Error with stream reading"" , exceptIO ) ; } finally { try { if ( readerBuffered != null ) { readerBuffered . close ( ) ; } } catch ( IOException exceptIO ) { IO . logger . log ( Level . WARNING , ""Error closing BufferedReader"" , exceptIO ) ; } try { if ( readerInputStream != null ) { readerInputStream . close ( ) ; } } catch ( IOException exceptIO ) { IO . logger . log ( Level . WARNING , ""Error closing InputStreamReader"" , exceptIO ) ; } try { if ( socket != null ) { socket . close ( ) ; } } catch ( IOException exceptIO ) { IO . logger . log ( Level . WARNING , ""Error closing Socket"" , exceptIO ) ; } } } } else { data = null ; } String osCommand ; if ( System . getProperty ( ""os.name"" ) . toLowerCase ( ) . indexOf ( ""win"" ) >= 0 ) { osCommand = ""c:\\WINDOWS\\SYSTEM32\\cmd.exe /c dir "" ; } else { osCommand = ""/bin/ls "" ; } Process process = Runtime . getRuntime ( ) . exec ( osCommand + data ) ; process . waitFor ( ) ; }",1
"private void 1Z3QX9RG2B1 ( ) throws Throwable { String data ; if ( privateFive != 5 ) { data = null ; } else { data = ""foo"" ; } String osCommand ; if ( System . getProperty ( ""os.name"" ) . toLowerCase ( ) . indexOf ( ""win"" ) >= 0 ) { osCommand = ""c:\\WINDOWS\\SYSTEM32\\cmd.exe /c dir "" ; } else { osCommand = ""/bin/ls "" ; } Process process = Runtime . getRuntime ( ) . exec ( osCommand + data ) ; process . waitFor ( ) ; }",0
"private void SVEJ428G2B2 ( ) throws Throwable { String data ; if ( privateFive == 5 ) { data = ""foo"" ; } else { data = null ; } String osCommand ; if ( System . getProperty ( ""os.name"" ) . toLowerCase ( ) . indexOf ( ""win"" ) >= 0 ) { osCommand = ""c:\\WINDOWS\\SYSTEM32\\cmd.exe /c dir "" ; } else { osCommand = ""/bin/ls "" ; } Process process = Runtime . getRuntime ( ) . exec ( osCommand + data ) ; process . waitFor ( ) ; }",0
public void XP3G6L4 ( ) throws Throwable { goodG2B1 ( ) ; goodG2B2 ( ) ; },0
"public void INFDAYS ( ) throws Throwable { String data ; if ( privateReturnsTrue ( ) ) { data = """" ; { Socket socket = null ; BufferedReader readerBuffered = null ; InputStreamReader readerInputStream = null ; try { socket = new Socket ( ""host.example.org"" , 39544 ) ; readerInputStream = new InputStreamReader ( socket . getInputStream ( ) , ""UTF-8"" ) ; readerBuffered = new BufferedReader ( readerInputStream ) ; data = readerBuffered . readLine ( ) ; } catch ( IOException exceptIO ) { IO . logger . log ( Level . WARNING , ""Error with stream reading"" , exceptIO ) ; } finally { try { if ( readerBuffered != null ) { readerBuffered . close ( ) ; } } catch ( IOException exceptIO ) { IO . logger . log ( Level . WARNING , ""Error closing BufferedReader"" , exceptIO ) ; } try { if ( readerInputStream != null ) { readerInputStream . close ( ) ; } } catch ( IOException exceptIO ) { IO . logger . log ( Level . WARNING , ""Error closing InputStreamReader"" , exceptIO ) ; } try { if ( socket != null ) { socket . close ( ) ; } } catch ( IOException exceptIO ) { IO . logger . log ( Level . WARNING , ""Error closing Socket"" , exceptIO ) ; } } } } else { data = null ; } String osCommand ; if ( System . getProperty ( ""os.name"" ) . toLowerCase ( ) . indexOf ( ""win"" ) >= 0 ) { osCommand = ""c:\\WINDOWS\\SYSTEM32\\cmd.exe /c dir "" ; } else { osCommand = ""/bin/ls "" ; } Process process = Runtime . getRuntime ( ) . exec ( osCommand + data ) ; process . waitFor ( ) ; }",1
"private void 2ZMGLHZG2B1 ( ) throws Throwable { String data ; if ( privateReturnsFalse ( ) ) { data = null ; } else { data = ""foo"" ; } String osCommand ; if ( System . getProperty ( ""os.name"" ) . toLowerCase ( ) . indexOf ( ""win"" ) >= 0 ) { osCommand = ""c:\\WINDOWS\\SYSTEM32\\cmd.exe /c dir "" ; } else { osCommand = ""/bin/ls "" ; } Process process = Runtime . getRuntime ( ) . exec ( osCommand + data ) ; process . waitFor ( ) ; }",0
"private void 0LHWDUIG2B2 ( ) throws Throwable { String data ; if ( privateReturnsTrue ( ) ) { data = ""foo"" ; } else { data = null ; } String osCommand ; if ( System . getProperty ( ""os.name"" ) . toLowerCase ( ) . indexOf ( ""win"" ) >= 0 ) { osCommand = ""c:\\WINDOWS\\SYSTEM32\\cmd.exe /c dir "" ; } else { osCommand = ""/bin/ls "" ; } Process process = Runtime . getRuntime ( ) . exec ( osCommand + data ) ; process . waitFor ( ) ; }",0
public void M1GVEVV ( ) throws Throwable { goodG2B1 ( ) ; goodG2B2 ( ) ; },0
"public void XR072BJ ( ) throws Throwable { String data ; if ( IO . STATIC_FINAL_TRUE ) { data = """" ; { Socket socket = null ; BufferedReader readerBuffered = null ; InputStreamReader readerInputStream = null ; try { socket = new Socket ( ""host.example.org"" , 39544 ) ; readerInputStream = new InputStreamReader ( socket . getInputStream ( ) , ""UTF-8"" ) ; readerBuffered = new BufferedReader ( readerInputStream ) ; data = readerBuffered . readLine ( ) ; } catch ( IOException exceptIO ) { IO . logger . log ( Level . WARNING , ""Error with stream reading"" , exceptIO ) ; } finally { try { if ( readerBuffered != null ) { readerBuffered . close ( ) ; } } catch ( IOException exceptIO ) { IO . logger . log ( Level . WARNING , ""Error closing BufferedReader"" , exceptIO ) ; } try { if ( readerInputStream != null ) { readerInputStream . close ( ) ; } } catch ( IOException exceptIO ) { IO . logger . log ( Level . WARNING , ""Error closing InputStreamReader"" , exceptIO ) ; } try { if ( socket != null ) { socket . close ( ) ; } } catch ( IOException exceptIO ) { IO . logger . log ( Level . WARNING , ""Error closing Socket"" , exceptIO ) ; } } } } else { data = null ; } String osCommand ; if ( System . getProperty ( ""os.name"" ) . toLowerCase ( ) . indexOf ( ""win"" ) >= 0 ) { osCommand = ""c:\\WINDOWS\\SYSTEM32\\cmd.exe /c dir "" ; } else { osCommand = ""/bin/ls "" ; } Process process = Runtime . getRuntime ( ) . exec ( osCommand + data ) ; process . waitFor ( ) ; }",1
"private void P422HYRG2B1 ( ) throws Throwable { String data ; if ( IO . STATIC_FINAL_FALSE ) { data = null ; } else { data = ""foo"" ; } String osCommand ; if ( System . getProperty ( ""os.name"" ) . toLowerCase ( ) . indexOf ( ""win"" ) >= 0 ) { osCommand = ""c:\\WINDOWS\\SYSTEM32\\cmd.exe /c dir "" ; } else { osCommand = ""/bin/ls "" ; } Process process = Runtime . getRuntime ( ) . exec ( osCommand + data ) ; process . waitFor ( ) ; }",0
"private void OEB3JWYG2B2 ( ) throws Throwable { String data ; if ( IO . STATIC_FINAL_TRUE ) { data = ""foo"" ; } else { data = null ; } String osCommand ; if ( System . getProperty ( ""os.name"" ) . toLowerCase ( ) . indexOf ( ""win"" ) >= 0 ) { osCommand = ""c:\\WINDOWS\\SYSTEM32\\cmd.exe /c dir "" ; } else { osCommand = ""/bin/ls "" ; } Process process = Runtime . getRuntime ( ) . exec ( osCommand + data ) ; process . waitFor ( ) ; }",0
public void HB2XD96 ( ) throws Throwable { goodG2B1 ( ) ; goodG2B2 ( ) ; },0
"public void CBDKDK0 ( ) throws Throwable { String data ; if ( IO . staticTrue ) { data = """" ; { Socket socket = null ; BufferedReader readerBuffered = null ; InputStreamReader readerInputStream = null ; try { socket = new Socket ( ""host.example.org"" , 39544 ) ; readerInputStream = new InputStreamReader ( socket . getInputStream ( ) , ""UTF-8"" ) ; readerBuffered = new BufferedReader ( readerInputStream ) ; data = readerBuffered . readLine ( ) ; } catch ( IOException exceptIO ) { IO . logger . log ( Level . WARNING , ""Error with stream reading"" , exceptIO ) ; } finally { try { if ( readerBuffered != null ) { readerBuffered . close ( ) ; } } catch ( IOException exceptIO ) { IO . logger . log ( Level . WARNING , ""Error closing BufferedReader"" , exceptIO ) ; } try { if ( readerInputStream != null ) { readerInputStream . close ( ) ; } } catch ( IOException exceptIO ) { IO . logger . log ( Level . WARNING , ""Error closing InputStreamReader"" , exceptIO ) ; } try { if ( socket != null ) { socket . close ( ) ; } } catch ( IOException exceptIO ) { IO . logger . log ( Level . WARNING , ""Error closing Socket"" , exceptIO ) ; } } } } else { data = null ; } String osCommand ; if ( System . getProperty ( ""os.name"" ) . toLowerCase ( ) . indexOf ( ""win"" ) >= 0 ) { osCommand = ""c:\\WINDOWS\\SYSTEM32\\cmd.exe /c dir "" ; } else { osCommand = ""/bin/ls "" ; } Process process = Runtime . getRuntime ( ) . exec ( osCommand + data ) ; process . waitFor ( ) ; }",1
"private void LMXFJOSG2B1 ( ) throws Throwable { String data ; if ( IO . staticFalse ) { data = null ; } else { data = ""foo"" ; } String osCommand ; if ( System . getProperty ( ""os.name"" ) . toLowerCase ( ) . indexOf ( ""win"" ) >= 0 ) { osCommand = ""c:\\WINDOWS\\SYSTEM32\\cmd.exe /c dir "" ; } else { osCommand = ""/bin/ls "" ; } Process process = Runtime . getRuntime ( ) . exec ( osCommand + data ) ; process . waitFor ( ) ; }",0
"private void AVJ5EBRG2B2 ( ) throws Throwable { String data ; if ( IO . staticTrue ) { data = ""foo"" ; } else { data = null ; } String osCommand ; if ( System . getProperty ( ""os.name"" ) . toLowerCase ( ) . indexOf ( ""win"" ) >= 0 ) { osCommand = ""c:\\WINDOWS\\SYSTEM32\\cmd.exe /c dir "" ; } else { osCommand = ""/bin/ls "" ; } Process process = Runtime . getRuntime ( ) . exec ( osCommand + data ) ; process . waitFor ( ) ; }",0
public void LIYTTH5 ( ) throws Throwable { goodG2B1 ( ) ; goodG2B2 ( ) ; },0
"public void Y2HO6CX ( ) throws Throwable { String data ; if ( IO . staticReturnsTrue ( ) ) { data = """" ; { Socket socket = null ; BufferedReader readerBuffered = null ; InputStreamReader readerInputStream = null ; try { socket = new Socket ( ""host.example.org"" , 39544 ) ; readerInputStream = new InputStreamReader ( socket . getInputStream ( ) , ""UTF-8"" ) ; readerBuffered = new BufferedReader ( readerInputStream ) ; data = readerBuffered . readLine ( ) ; } catch ( IOException exceptIO ) { IO . logger . log ( Level . WARNING , ""Error with stream reading"" , exceptIO ) ; } finally { try { if ( readerBuffered != null ) { readerBuffered . close ( ) ; } } catch ( IOException exceptIO ) { IO . logger . log ( Level . WARNING , ""Error closing BufferedReader"" , exceptIO ) ; } try { if ( readerInputStream != null ) { readerInputStream . close ( ) ; } } catch ( IOException exceptIO ) { IO . logger . log ( Level . WARNING , ""Error closing InputStreamReader"" , exceptIO ) ; } try { if ( socket != null ) { socket . close ( ) ; } } catch ( IOException exceptIO ) { IO . logger . log ( Level . WARNING , ""Error closing Socket"" , exceptIO ) ; } } } } else { data = null ; } String osCommand ; if ( System . getProperty ( ""os.name"" ) . toLowerCase ( ) . indexOf ( ""win"" ) >= 0 ) { osCommand = ""c:\\WINDOWS\\SYSTEM32\\cmd.exe /c dir "" ; } else { osCommand = ""/bin/ls "" ; } Process process = Runtime . getRuntime ( ) . exec ( osCommand + data ) ; process . waitFor ( ) ; }",1
"private void MCE1TOAG2B1 ( ) throws Throwable { String data ; if ( IO . staticReturnsFalse ( ) ) { data = null ; } else { data = ""foo"" ; } String osCommand ; if ( System . getProperty ( ""os.name"" ) . toLowerCase ( ) . indexOf ( ""win"" ) >= 0 ) { osCommand = ""c:\\WINDOWS\\SYSTEM32\\cmd.exe /c dir "" ; } else { osCommand = ""/bin/ls "" ; } Process process = Runtime . getRuntime ( ) . exec ( osCommand + data ) ; process . waitFor ( ) ; }",0
"private void E4G80WXG2B2 ( ) throws Throwable { String data ; if ( IO . staticReturnsTrue ( ) ) { data = ""foo"" ; } else { data = null ; } String osCommand ; if ( System . getProperty ( ""os.name"" ) . toLowerCase ( ) . indexOf ( ""win"" ) >= 0 ) { osCommand = ""c:\\WINDOWS\\SYSTEM32\\cmd.exe /c dir "" ; } else { osCommand = ""/bin/ls "" ; } Process process = Runtime . getRuntime ( ) . exec ( osCommand + data ) ; process . waitFor ( ) ; }",0
public void UR87R9T ( ) throws Throwable { goodG2B1 ( ) ; goodG2B2 ( ) ; },0
"public void 0ESC3JB ( ) throws Throwable { String data ; if ( IO . staticReturnsTrueOrFalse ( ) ) { data = """" ; { Socket socket = null ; BufferedReader readerBuffered = null ; InputStreamReader readerInputStream = null ; try { socket = new Socket ( ""host.example.org"" , 39544 ) ; readerInputStream = new InputStreamReader ( socket . getInputStream ( ) , ""UTF-8"" ) ; readerBuffered = new BufferedReader ( readerInputStream ) ; data = readerBuffered . readLine ( ) ; } catch ( IOException exceptIO ) { IO . logger . log ( Level . WARNING , ""Error with stream reading"" , exceptIO ) ; } finally { try { if ( readerBuffered != null ) { readerBuffered . close ( ) ; } } catch ( IOException exceptIO ) { IO . logger . log ( Level . WARNING , ""Error closing BufferedReader"" , exceptIO ) ; } try { if ( readerInputStream != null ) { readerInputStream . close ( ) ; } } catch ( IOException exceptIO ) { IO . logger . log ( Level . WARNING , ""Error closing InputStreamReader"" , exceptIO ) ; } try { if ( socket != null ) { socket . close ( ) ; } } catch ( IOException exceptIO ) { IO . logger . log ( Level . WARNING , ""Error closing Socket"" , exceptIO ) ; } } } } else { data = ""foo"" ; } String osCommand ; if ( System . getProperty ( ""os.name"" ) . toLowerCase ( ) . indexOf ( ""win"" ) >= 0 ) { osCommand = ""c:\\WINDOWS\\SYSTEM32\\cmd.exe /c dir "" ; } else { osCommand = ""/bin/ls "" ; } Process process = Runtime . getRuntime ( ) . exec ( osCommand + data ) ; process . waitFor ( ) ; }",1
